	passenger_count	trip_distance	total_amount
6521	1	0.0	250.3
6522	6	1.04	11.0
6523	2	2.82	13.8
6524	3	1.0	7.6
6525	5	1.22	6.8
6526	1	1.71	13.8
6527	1	1.5	17.3
6528	1	0.85	8.8
6529	1	0.6	6.3
6530	1	0.7	6.8
6531	1	10.06	66.64
6532	1	1.56	12.8
6533	1	1.01	6.8
6534	1	0.6	8.3
6535	6	2.09	15.36
6536	1	0.76	7.8
6537	1	10.88	49.8
6538	1	10.17	53.55
6539	1	0.7	7.8
6540	1	3.1	19.8
6541	5	5.56	19.3
6542	1	1.0	12.3
6543	1	5.1	21.8
6544	1	0.61	7.8
6545	1	1.63	10.8
6546	2	13.0	53.84
6547	1	0.6	6.3
6548	3	3.41	30.36
6549	1	1.31	14.16
6550	1	4.46	21.3
6551	1	0.7	6.62
6552	1	1.5	12.3
6553	2	6.32	22.8
6554	1	0.4	5.3
6555	1	1.3	14.75
6556	6	6.84	25.3
6557	2	4.9	27.8
6558	5	4.84	24.3
6559	1	0.9	6.8
6560	2	2.8	12.8
6561	3	1.38	10.56
6562	1	2.3	14.8
6563	1	9.8	43.59
6564	1	2.5	15.3
6565	1	1.5	26.15
6566	1	0.8	7.3
6567	1	0.61	6.8
6568	1	0.89	12.36
6569	1	1.5	12.3
6570	5	1.23	13.8
6571	1	10.8	36.8
6572	6	0.97	11.8
6573	1	19.3	66.42
6574	1	0.8	11.8
6575	1	3.34	23.3
6576	1	1.32	7.8
6577	1	2.29	13.8
6578	1	2.03	13.05
6579	1	1.09	15.36
6580	1	0.54	6.8
6581	1	1.11	13.3
6582	1	0.74	5.8
6583	1	1.5	20.75
6584	1	1.1	9.8
6585	1	6.88	36.8
6586	1	2.2	20.0
6587	5	0.93	5.8
6588	3	1.42	11.8
6589	3	1.4	12.96
6590	1	1.0	9.3
6591	1	1.2	11.15
6592	2	1.16	7.8
6593	5	1.48	14.8
6594	2	3.0	28.3
6595	1	1.9	13.8
6596	5	1.1	13.56
6597	1	0.99	9.36
6598	2	2.3	12.3
6599	1	2.26	17.16
6600	1	1.1	14.3
6601	1	1.82	13.3
6602	1	1.6	13.5
6603	6	3.4	19.8
6604	1	2.08	21.3
6605	1	0.7	6.62
6606	1	1.73	20.16
6607	1	2.3	16.3
6608	1	4.0	18.8
6609	1	1.1	14.76
6610	1	17.3	58.35
6611	1	1.2	8.3
6612	2	2.3	10.8
6613	1	1.7	8.9
6614	1	1.4	10.55
6615	1	0.5	7.55
6616	1	0.9	12.3
6617	1	0.1	4.3
6618	5	1.52	11.8
6619	2	2.17	29.8
6620	2	18.34	66.0
6621	1	0.86	5.8
6622	1	0.82	20.76
6623	2	7.09	37.44
6624	1	2.5	19.75
6625	6	2.64	25.38
6626	3	1.26	12.88
6627	1	1.6	13.3
6628	1	0.88	13.56
6629	1	3.2	29.8
6630	6	1.8	12.3
6631	1	0.96	13.39
6632	1	2.8	12.3
6633	1	1.7	12.36
6634	1	2.0	14.8
6635	1	8.64	30.8
6636	1	2.42	15.8
6637	2	0.9	7.8
6638	2	3.39	23.76
6639	2	18.0	58.34
6640	6	0.7	6.3
6641	1	1.7	10.8
6642	1	1.13	7.8
6643	2	0.9	17.8
6644	2	1.82	15.3
6645	2	3.78	20.76
6646	1	2.1	15.3
6647	1	1.0	10.3
6648	1	0.6	5.8
6649	1	1.85	18.96
6650	2	0.9	9.75
6651	3	18.0	58.34
6652	1	6.3	29.3
6653	1	1.5	15.96
6654	1	1.1	7.3
6655	1	0.5	8.75
6656	1	1.51	8.8
6657	1	1.63	9.8
6658	1	1.27	20.3
6659	2	1.2	9.3
6660	1	0.4	4.8
6661	2	1.5	12.96
6662	5	3.97	21.96
6663	1	4.5	30.35
6664	1	3.81	22.3
6665	1	8.3	39.34
6666	1	0.7	8.3
6667	1	11.0	55.3
6668	1	0.36	8.16
6669	1	0.19	5.8
6670	2	2.25	21.3
6671	6	16.55	52.84
6672	1	1.8	27.3
6673	1	18.5	68.8
6674	5	14.47	50.16
6675	2	3.67	31.62
6676	1	0.99	7.3
6677	1	1.8	32.15
6678	1	3.11	35.3
6679	1	0.5	6.3
6680	1	1.6	12.3
6681	2	9.0	55.59
6682	1	1.5	10.3
6683	1	0.89	6.8
6684	1	0.8	6.8
6685	1	2.36	22.8
6686	1	5.2	32.3
6687	1	1.1	13.55
6688	2	2.9	17.3
6689	6	0.37	4.8
6690	1	0.5	6.6
6691	1	0.7	7.8
6692	3	0.73	11.0
6693	1	0.5	6.3
6694	1	0.9	8.0
6695	1	2.7	22.8
6696	1	1.6	14.8
6697	1	1.0	7.56
6698	1	14.61	60.36
6699	1	16.47	52.8
6700	1	0.5	7.3
6701	3	1.03	11.0
6702	3	1.3	10.0
6703	1	0.7	6.8
6704	5	10.62	47.81
6705	1	2.1	21.35
6706	2	1.52	16.62
6707	1	5.0	23.15
6708	6	1.16	10.3
6709	2	1.19	10.56
6710	1	1.5	8.8
6711	1	5.11	24.8
6712	1	2.1	17.8
6713	2	1.6	14.3
6714	1	10.61	53.34
6715	1	2.17	21.36
6716	1	0.7	6.3
6717	1	0.6	7.87
6718	1	5.9	19.8
6719	1	1.54	19.75
6720	1	1.9	10.55
6721	1	3.5	21.3
6722	6	4.13	24.8
6723	1	5.5	31.0
6724	6	4.13	33.3
6725	4	2.68	21.36
6726	1	2.4	18.8
6727	1	0.5	5.3
6728	1	9.0	41.34
6729	1	0.9	6.8
6730	1	1.2	9.8
6731	1	3.06	16.3
6732	1	2.33	16.56
6733	1	10.8	54.35
6734	1	2.2	21.35
6735	1	0.55	5.8
6736	1	1.2	13.55
6737	1	0.9	11.8
6738	3	2.5	15.3
6739	4	1.6	8.8
6740	2	4.74	23.8
6741	2	0.7	6.8
6742	1	1.03	16.0
6743	1	1.23	14.69
6744	1	0.8	8.8
6745	1	2.61	27.96
6746	2	1.51	9.8
6747	1	0.0	3.3
6748	2	0.9	7.8
6749	1	1.17	15.38
6750	1	7.3	47.25
6751	1	0.6	6.3
6752	1	1.05	9.1
6753	1	1.3	12.95
6754	1	4.6	23.76
6755	1	1.33	14.8
6756	1	1.39	8.8
6757	1	1.09	7.3
6758	1	1.56	8.8
6759	1	1.7	8.3
6760	6	0.55	7.3
6761	2	2.9	24.75
6762	1	1.5	10.55
6763	2	1.47	10.8
6764	2	1.05	9.96
6765	1	1.4	8.75
6766	1	2.35	26.8
6767	1	2.08	15.41
6768	6	0.69	5.3
6769	1	2.03	17.3
6770	1	0.6	10.3
6771	1	16.8	67.34
6772	3	6.21	25.3
6773	4	2.13	15.36
6774	3	1.7	14.15
6775	2	1.9	11.8
6776	2	0.9	13.55
6777	6	4.7	21.8
6778	5	0.73	10.56
6779	1	0.66	5.3
6780	1	4.29	30.3
6781	1	9.5	41.79
6782	1	11.4	53.79
6783	1	0.9	7.8
6784	1	11.1	56.8
6785	1	7.9	40.55
6786	2	0.89	7.8
6787	1	1.33	17.94
6788	6	6.92	25.0
6789	1	1.2	18.5
6790	1	1.1	6.8
6791	2	0.7	7.5
6792	2	17.83	58.34
6793	2	3.92	30.96
6794	1	0.0	3.8
6795	2	4.0	23.3
6796	1	1.46	19.8
6797	5	1.69	21.36
6798	6	2.03	22.8
6799	1	1.5	11.15
6800	5	16.98	102.11
6801	2	0.8	8.8
6802	1	1.1	14.15
6803	1	1.5	12.8
6804	1	1.9	12.35
6805	1	0.69	6.36
6806	1	7.3	41.67
6807	1	0.6	8.3
6808	1	2.3	14.3
6809	1	1.79	14.3
6810	1	1.38	14.8
6811	1	1.58	9.49
6812	1	18.28	115.51
6813	2	11.5	49.84
6814	1	0.58	5.8
6815	1	3.5	28.3
6816	3	2.1	15.8
6817	1	0.9	12.95
6818	1	1.4	9.8
6819	2	1.7	9.8
6820	1	0.7	11.3
6821	1	1.5	11.5
6822	3	0.74	8.16
6823	2	1.2	8.8
6824	1	1.0	7.3
6825	1	0.7	5.8
6826	2	3.61	21.0
6827	2	1.4	8.3
6828	1	0.6	8.15
6829	1	11.05	51.68
6830	1	2.95	15.96
6831	1	0.8	11.3
6832	1	1.02	7.56
6833	2	1.98	24.44
6834	1	0.86	8.8
6835	2	2.1	23.75
6836	1	1.8	17.0
6837	1	9.72	49.01
6838	1	4.57	27.88
6839	1	3.04	13.3
6840	1	1.3	16.3
6841	1	0.93	10.38
6842	3	5.62	25.3
6843	1	1.1	12.8
6844	1	3.4	35.35
6845	3	6.76	33.8
6846	1	6.4	28.8
6847	1	1.5	10.8
6848	1	1.5	13.3
6849	2	1.64	18.36
6850	1	13.7	70.59
6851	4	1.0	8.5
6852	1	1.56	13.56
6853	1	2.4	13.8
6854	1	0.73	6.36
6855	1	3.4	19.8
6856	2	4.1	31.55
6857	1	2.9	26.8
6858	1	1.6	9.8
6859	1	2.2	16.55
6860	4	0.0	60.34
6861	1	1.1	8.75
6862	1	1.0	11.8
6863	1	1.98	14.16
6864	3	0.47	5.8
6865	2	2.9	17.3
6866	1	0.8	9.95
6867	1	1.6	21.35
6868	3	2.29	20.16
6869	1	0.1	4.3
6870	1	5.8	27.35
6871	1	1.5	16.55
6872	1	0.8	8.75
6873	2	2.58	23.0
6874	4	1.0	6.8
6875	1	1.1	12.8
6876	6	0.7	5.8
6877	5	1.42	14.04
6878	1	1.5	12.8
6879	1	1.94	13.3
6880	3	1.07	7.8
6881	1	1.96	23.16
6882	1	1.3	10.35
6883	1	1.3	8.8
6884	1	8.63	41.21
6885	2	2.27	12.8
6886	5	0.36	4.8
6887	1	2.02	20.16
6888	1	1.5	12.8
6889	1	2.8	10.3
6890	1	1.1	14.75
6891	1	1.66	10.3
6892	1	1.6	14.5
6893	3	2.16	12.8
6894	1	1.43	10.8
6895	1	1.45	12.8
6896	1	2.6	25.3
6897	2	17.89	58.34
6898	1	0.5	7.3
6899	1	1.1	8.5
6900	1	9.27	56.21
6901	2	2.56	26.16
6902	1	10.95	46.84
6903	1	1.0	7.55
6904	1	2.1	23.8
6905	1	0.9	6.95
6906	3	1.15	10.38
6907	3	8.79	33.8
6908	1	0.5	6.96
6909	1	0.6	6.3
6910	3	11.1	49.14
6911	2	3.3	22.25
6912	3	5.84	20.3
6913	2	0.5	5.3
6914	6	9.78	48.0
6915	1	1.11	6.3
6916	1	1.19	17.76
6917	1	0.92	7.3
6918	4	0.0	18.8
6919	1	1.37	11.76
6920	1	1.46	12.3
6921	1	1.4	9.8
6922	2	1.2	16.6
6923	2	1.96	14.8
6924	1	2.2	10.3
6925	1	1.24	12.8
6926	1	1.6	14.75
6927	1	4.1	35.15
6928	1	1.3	20.3
6929	1	3.38	15.96
6930	1	2.9	16.3
6931	1	0.94	8.16
6932	1	1.1	13.3
6933	1	2.51	11.8
6934	1	1.0	9.8
6935	1	0.62	6.8
6936	1	1.31	9.8
6937	1	0.2	4.3
6938	1	0.91	10.56
6939	2	1.17	9.8
6940	1	0.0	9.38
6941	1	3.0	31.59
6942	1	2.6	21.96
6943	2	1.37	9.96
6944	1	0.71	6.96
6945	4	1.18	14.3
6946	1	0.44	9.96
6947	5	1.53	9.8
6948	1	0.44	4.3
6949	2	1.4	8.8
6950	1	1.24	15.8
6951	1	5.52	23.3
6952	1	1.82	14.8
6953	2	1.18	7.3
6954	1	1.96	22.25
6955	2	1.05	7.8
6956	1	14.73	68.64
6957	6	1.41	12.3
6958	1	16.4	66.34
6959	1	1.6	13.3
6960	1	9.6	46.6
6961	1	1.6	12.8
6962	6	4.25	26.8
6963	1	1.5	12.95
6964	2	0.76	6.96
6965	2	0.5	6.95
6966	1	5.1	25.3
6967	2	1.64	17.25
6968	1	0.7	11.8
6969	1	1.1	13.55
6970	5	6.18	26.0
6971	1	0.79	10.79
6972	4	1.6	20.16
6973	2	1.7	12.3
6974	1	15.9	58.43
6975	5	0.76	11.16
6976	6	5.27	18.8
6977	1	1.44	11.16
6978	6	0.46	8.8
6979	1	1.48	12.8
6980	1	0.5	6.35
6981	1	1.7	12.8
6982	3	2.0	10.3
6983	1	17.5	58.34
6984	2	1.27	9.8
6985	1	0.89	8.16
6986	1	1.94	10.3
6987	1	0.6	6.96
6988	1	0.6	8.75
6989	2	2.3	17.3
6990	2	0.7	8.5
6991	2	4.27	18.3
6992	1	1.8	17.0
6993	1	1.51	16.3
6994	1	2.0	21.8
6995	1	4.0	17.8
6996	1	1.4	16.55
6997	1	1.4	11.8
6998	1	2.9	14.8
6999	1	0.5	11.3
7000	1	0.9	8.3
7001	5	0.47	10.8
7002	3	2.0	11.3
7003	1	1.2	15.52
7004	1	0.7	4.8
7005	2	2.4	18.3
7006	1	1.2	10.3
7007	1	6.3	23.3
7008	2	1.44	9.8
7009	1	2.77	13.3
7010	1	1.1	10.8
7011	1	0.9	16.45
7012	1	0.7	7.56
7013	1	2.49	16.56
7014	2	21.6	73.34
7015	1	1.85	14.75
7016	1	2.69	23.8
7017	1	2.13	17.16
7018	1	2.1	10.3
7019	1	3.52	25.38
7020	1	1.03	10.56
7021	1	1.71	12.8
7022	1	2.5	16.6
7023	2	21.57	91.56
7024	1	2.02	12.8
7025	1	1.0	10.3
7026	2	2.17	14.3
7027	1	1.8	10.3
7028	1	5.3	21.0
7029	6	2.37	22.25
7030	1	1.2	13.55
7031	1	2.3	12.3
7032	1	1.06	9.3
7033	5	2.42	11.8
7034	1	1.21	11.3
7035	1	2.1	15.3
7036	2	19.2	58.34
7037	3	2.62	13.3
7038	5	8.73	50.21
7039	2	9.0	37.34
7040	1	1.5	13.55
7041	1	3.1	23.5
7042	3	1.52	9.68
7043	1	1.2	12.7
7044	2	1.47	9.8
7045	1	2.06	17.3
7046	1	1.19	9.96
7047	1	0.81	8.16
7048	1	1.12	9.8
7049	1	1.71	20.5
7050	1	7.4	36.4
7051	1	2.9	27.8
7052	1	17.89	52.8
7053	1	1.6	15.96
7054	1	1.3	11.8
7055	1	1.0	7.8
7056	2	0.87	7.3
7057	1	2.4	22.8
7058	1	2.8	16.8
7059	2	1.5	14.1
7060	1	2.99	35.38
7061	1	1.91	15.8
7062	1	2.95	20.3
7063	6	1.05	6.8
7064	2	0.88	12.36
7065	1	3.5	17.25
7066	1	1.64	10.3
7067	1	0.86	7.8
7068	1	2.7	20.15
7069	1	0.8	13.56
7070	1	0.27	5.8
7071	1	1.05	15.36
7072	2	0.98	6.3
7073	2	0.7	8.8
7074	1	0.6	5.0
7075	1	1.0	11.3
7076	1	1.97	20.8
7077	2	5.48	26.16
7078	2	2.2	16.6
7079	1	1.96	13.8
7080	1	8.32	41.16
7081	1	1.3	13.8
7082	1	2.3	17.15
7083	1	1.59	14.3
7084	1	0.78	7.8
7085	2	2.2	10.3
7086	1	1.9	15.8
7087	2	6.7	41.75
7088	2	0.33	5.8
7089	1	1.2	10.3
7090	6	1.69	14.76
7091	2	0.4	11.15
7092	6	2.21	14.3
7093	1	2.9	19.89
7094	1	0.47	5.8
7095	1	1.2	11.15
7096	4	1.42	9.3
7097	1	1.5	15.3
7098	1	1.1	8.3
7099	1	2.88	24.36
7100	1	8.7	39.3
7101	1	0.77	6.3
7102	1	0.4	8.3
7103	1	1.3	14.75
7104	2	0.78	6.8
7105	1	0.9	7.3
7106	3	1.5	11.8
7107	2	0.7	6.3
7108	1	3.78	17.3
7109	2	6.89	32.76
7110	1	2.67	22.56
7111	1	10.58	53.21
7112	1	1.06	10.14
7113	2	2.38	13.8
7114	6	2.61	20.16
7115	1	1.2	11.3
7116	3	1.53	15.36
7117	1	2.12	13.39
7118	1	0.3	6.36
7119	1	0.5	5.8
7120	1	1.5	15.95
7121	1	1.69	12.3
7122	2	1.8	13.8
7123	1	2.78	23.5
7124	1	1.31	11.8
7125	1	2.3	14.75
7126	1	3.18	30.36
7127	1	0.9	11.8
7128	1	1.79	10.8
7129	1	2.2	13.56
7130	1	1.7	14.15
7131	5	0.49	6.62
7132	1	0.9	8.8
7133	1	0.7	6.8
7134	1	8.4	39.39
7135	1	0.6	7.3
7136	1	2.95	28.56
7137	1	2.1	17.3
7138	1	1.2	7.8
7139	1	0.6	4.8
7140	1	1.7	13.31
7141	1	1.7	14.76
7142	1	0.8	5.8
7143	1	1.2	11.75
7144	2	1.7	9.3
7145	1	0.5	7.5
7146	1	1.6	12.3
7147	3	3.75	14.8
7148	1	0.95	9.36
7149	1	1.4	15.3
7150	5	1.08	6.3
7151	6	1.22	9.8
7152	1	1.88	14.8
7153	1	0.55	6.24
7154	5	1.24	12.8
7155	1	0.33	10.56
7156	2	1.6	12.8
7157	6	0.77	6.3
7158	1	10.29	43.34
7159	1	0.6	10.8
7160	1	4.61	18.96
7161	6	0.86	6.96
7162	1	1.11	11.3
7163	1	1.66	15.96
7164	1	1.7	14.3
7165	1	2.0	21.35
7166	1	1.9	18.3
7167	1	2.0	11.8
7168	2	0.7	6.3
7169	1	2.0	10.3
7170	2	2.1	13.55
7171	2	13.0	43.34
7172	1	2.69	19.8
7173	3	2.18	24.96
7174	1	0.8	6.96
7175	1	3.41	16.3
7176	3	1.36	11.8
7177	1	2.63	16.56
7178	1	2.9	29.75
7179	3	1.3	10.8
7180	2	1.19	8.3
7181	1	7.42	43.56
7182	1	1.4	12.3
7183	4	1.62	12.96
7184	1	3.76	24.44
7185	1	4.1	31.3
7186	1	1.23	12.96
7187	1	10.88	53.84
7188	1	4.15	37.56
7189	1	1.79	15.3
7190	2	16.24	75.84
7191	1	1.1	13.5
7192	1	0.3	5.3
7193	1	0.6	8.3
7194	1	1.1	9.95
7195	5	0.79	8.3
7196	5	4.31	32.54
7197	1	0.5	8.8
7198	1	1.5	21.36
7199	1	1.1	17.87
7200	1	2.2	10.8
7201	1	0.58	4.8
7202	1	1.68	24.36
7203	1	3.03	29.76
7204	2	2.6	22.3
7205	1	2.18	21.36
7206	1	1.85	14.3
7207	1	0.53	4.8
7208	1	0.9	6.8
7209	1	13.0	48.3
7210	1	0.7	6.8
7211	1	1.8	11.8
7212	5	9.31	55.61
7213	2	0.5	5.75
7214	1	0.7	6.36
7215	2	0.5	5.3
7216	5	3.2	21.84
7217	1	0.73	17.76
7218	2	2.01	13.8
7219	1	2.2	11.8
7220	2	0.24	4.8
7221	1	1.12	10.8
7222	1	4.7	21.0
7223	1	0.9	10.3
7224	1	1.38	12.36
7225	4	18.2	58.34
7226	1	0.46	5.76
7227	2	0.75	12.3
7228	1	2.79	14.8
7229	1	11.4	54.14
7230	1	1.6	13.0
7231	1	1.01	14.75
7232	1	5.36	33.96
7233	1	3.8	21.96
7234	1	2.5	13.3
7235	5	1.1	9.3
7236	2	0.9	7.3
7237	2	3.6	24.95
7238	1	2.3	25.55
7239	1	1.4	11.44
7240	1	7.12	36.36
7241	1	7.7	29.84
7242	1	0.86	7.8
7243	1	0.96	19.56
7244	2	1.94	12.8
7245	1	2.87	26.76
7246	1	0.3	6.0
7247	2	1.87	12.3
7248	1	0.6	5.3
7249	1	19.8	78.34
7250	2	0.51	9.96
7251	1	9.33	33.8
7252	1	8.1	35.34
7253	5	1.18	10.8
7254	2	1.1	11.15
7255	2	2.26	14.8
7256	1	0.74	7.8
7257	1	2.4	11.8
7258	1	9.6	40.34
7259	2	0.45	5.3
7260	1	15.8	47.3
7261	3	0.63	8.5
7262	1	7.78	38.8
7263	1	3.9	25.8
7264	1	12.2	42.8
7265	5	0.66	6.96
7266	1	1.07	15.36
7267	6	4.56	22.8
7268	1	17.51	58.34
7269	1	0.4	9.95
7270	1	0.5	5.8
7271	1	4.1	17.8
7272	1	1.2	11.8
7273	1	0.5	7.8
7274	1	2.1	17.16
7275	1	3.1	29.3
7276	1	2.4	20.3
7277	2	1.34	8.76
7278	1	0.6	8.15
7279	2	3.4	18.8
7280	1	17.39	58.34
7281	1	1.16	25.56
7282	1	0.87	7.56
7283	1	16.87	58.34
7284	1	18.03	58.34
7285	6	0.78	5.3
7286	2	2.42	16.56
7287	1	2.3	13.3
7288	1	0.47	6.8
7289	1	0.71	6.3
7290	1	0.68	6.96
7291	2	0.95	9.36
7292	1	2.4	20.16
7293	1	2.0	14.16
7294	1	0.59	6.3
7295	2	1.8	11.15
7296	1	1.1	15.8
7297	2	1.9	14.15
7298	1	1.71	13.3
7299	2	1.9	14.75
7300	1	0.2	4.8
7301	1	2.91	19.75
7302	1	3.3	20.8
7303	3	0.66	7.8
7304	1	0.5	8.3
7305	2	1.15	9.3
7306	1	4.11	17.8
7307	1	0.59	5.3
7308	1	0.9	6.3
7309	2	4.2	21.8
7310	1	19.67	70.01
7311	2	1.56	8.3
7312	1	1.9	19.3
7313	1	9.6	45.39
7314	1	3.19	37.0
7315	4	1.9	14.8
7316	1	0.3	4.3
7317	2	3.72	17.3
7318	2	1.0	7.8
7319	1	4.5	22.77
7320	3	3.45	27.88
7321	1	2.56	19.3
7322	1	1.6	8.3
7323	5	8.85	59.8
7324	1	1.75	17.8
7325	3	0.68	7.56
7326	1	2.9	12.8
7327	1	8.6	37.34
7328	1	2.74	14.3
7329	1	0.9	5.8
7330	1	1.2	11.8
7331	1	1.9	12.3
7332	2	1.0	13.3
7333	5	0.49	8.8
7334	1	0.6	4.8
7335	1	0.5	6.8
7336	2	0.7	10.1
7337	3	1.6	11.3
7338	1	1.3	12.8
7339	1	1.06	9.8
7340	1	0.9	13.8
7341	1	1.76	11.62
7342	1	0.72	7.3
7343	2	0.7	5.3
7344	1	0.7	5.8
7345	1	0.42	6.96
7346	2	11.0	41.84
7347	2	8.62	38.3
7348	1	2.7	13.3
7349	1	1.1	10.8
7350	1	1.6	17.3
7351	1	0.98	8.76
7352	1	0.5	6.3
7353	1	1.0	9.96
7354	5	3.07	23.76
7355	4	1.1	8.75
7356	1	0.5	9.35
7357	1	16.1	65.79
7358	4	5.71	20.8
7359	1	1.9	10.3
7360	1	0.6	7.3
7361	1	2.7	17.29
7362	2	2.3	15.96
7363	2	4.1	17.8
7364	1	1.1	7.3
7365	6	2.5	10.3
7366	1	5.03	21.3
7367	5	1.21	11.3
7368	6	2.73	12.3
7369	1	2.7	19.56
7370	1	1.6	9.3
7371	4	1.4	7.8
7372	1	0.8	7.0
7373	1	22.03	101.21
7374	1	2.42	23.16
7375	1	1.5	12.35
7376	1	0.35	8.76
7377	1	6.63	29.3
7378	5	9.18	52.01
7379	1	12.0	42.96
7380	1	0.8	6.8
7381	1	8.9	33.34
7382	6	1.23	9.3
7383	1	1.2	12.3
7384	1	1.7	14.3
7385	1	2.4	17.15
7386	1	10.57	36.8
7387	1	1.7	14.0
7388	1	0.97	10.56
7389	1	1.86	15.96
7390	4	2.5	23.8
7391	4	1.2	11.8
7392	1	5.9	28.56
7393	1	1.7	12.3
7394	2	1.1	11.75
7395	2	1.82	11.8
7396	1	0.7	5.8
7397	1	2.1	13.56
7398	1	1.4	13.8
7399	1	0.7	8.0
7400	2	0.8	5.3
7401	1	1.7	12.35
7402	1	1.3	11.62
7403	1	1.0	7.8
7404	1	1.55	7.3
7405	3	1.3	9.3
7406	1	2.6	16.6
7407	2	1.7	12.25
7408	2	0.0	102.35
7409	1	12.7	43.3
7410	2	2.2	23.75
7411	1	15.5	97.55
7412	1	0.0	72.96
7413	3	1.9	10.8
7414	6	17.7	72.92
7415	1	2.0	15.38
7416	1	9.57	51.62
7417	1	0.9	8.8
7418	1	1.0	9.3
7419	5	1.24	16.64
7420	1	2.1	16.56
7421	5	1.22	9.8
7422	1	1.8	13.8
7423	1	17.6	68.34
7424	1	2.1	15.95
7425	1	0.8	11.8
7426	1	2.34	17.8
7427	2	3.39	22.3
7428	1	0.65	14.3
7429	6	4.94	18.3
7430	1	1.1	10.8
7431	1	2.11	13.56
7432	2	1.19	11.3
7433	1	1.07	9.96
7434	1	5.8	32.15
7435	4	2.71	24.8
7436	1	0.6	10.3
7437	3	14.11	40.3
7438	1	9.1	44.14
7439	3	1.0	8.3
7440	1	2.41	12.8
7441	1	2.1	12.8
7442	2	1.0	6.8
7443	1	0.8	5.3
7444	5	0.55	5.3
7445	1	4.4	15.3
7446	1	2.5	11.3
7447	3	1.5	9.3
7448	1	1.4	15.3
7449	6	0.85	8.8
7450	1	0.66	6.96
7451	1	0.95	8.76
7452	3	16.81	58.34
7453	1	1.85	18.8
7454	1	2.3	14.8
7455	3	3.83	25.8
7456	1	7.9	35.35
7457	1	1.02	9.36
7458	2	1.29	12.96
7459	1	1.8	16.3
7460	6	1.33	10.7
7461	1	2.84	20.8
7462	3	1.4	11.3
7463	1	7.3	27.3
7464	6	0.56	7.8
7465	1	0.97	6.8
7466	5	2.09	13.8
7467	3	0.88	14.76
7468	1	9.0	42.35
7469	1	2.08	19.8
7470	1	2.2	15.95
7471	1	1.56	9.8
7472	1	9.9	52.59
7473	1	1.35	14.75
7474	3	1.8	17.76
7475	1	9.4	56.75
7476	5	1.72	18.59
7477	1	0.78	8.3
7478	1	0.7	7.54
7479	1	0.66	9.8
7480	6	1.79	12.8
7481	1	0.7	5.8
7482	1	0.8	13.4
7483	2	5.75	24.12
7484	1	1.1	7.8
7485	1	0.9	5.8
7486	5	20.83	58.34
7487	1	0.0	3.3
7488	2	1.54	8.8
7489	1	1.0	9.49
7490	2	4.14	21.96
7491	1	2.18	13.3
7492	5	1.31	7.48
7493	4	2.1	10.8
7494	1	3.0	13.8
7495	4	2.7	14.75
7496	3	4.69	27.8
7497	1	3.0	12.8
7498	2	3.41	16.8
7499	1	1.1	5.8
7500	1	17.54	63.36
7501	1	1.76	12.36
7502	1	21.5	68.34
7503	1	1.97	12.3
7504	5	1.69	11.3
7505	1	1.8	10.8
7506	1	1.4	9.96
7507	1	1.18	6.8
7508	1	0.8	7.25
7509	6	0.0	3.3
7510	6	1.41	11.16
7511	1	0.8	6.89
7512	1	3.37	15.3
7513	1	1.6	12.05
7514	1	1.97	11.3
7515	1	6.4	29.15
7516	1	7.2	35.8
7517	1	4.57	18.3
7518	1	2.72	17.76
7519	5	2.04	13.3
7520	3	7.17	23.3
7521	1	1.47	11.76
7522	1	3.59	23.16
7523	1	1.1	8.75
7524	1	1.1	8.76
7525	1	4.6	15.3
7526	1	1.42	8.8
7527	3	0.7	7.8
7528	2	2.4	12.95
7529	4	1.1	6.8
7530	1	0.83	6.3
7531	2	3.9	22.55
7532	1	1.2	8.3
7533	2	0.9	7.3
7534	1	1.82	8.3
7535	2	2.93	19.24
7536	5	3.04	15.8
7537	1	4.5	23.76
7538	1	0.92	6.3
7539	1	3.68	23.76
7540	1	0.24	5.8
7541	1	0.5	5.3
7542	1	2.8	20.3
7543	2	2.23	14.8
7544	1	5.3	24.3
7545	1	0.7	6.95
7546	1	1.31	7.3
7547	1	1.4	8.8
7548	2	1.1	8.5
7549	2	3.6	15.3
7550	1	0.9	7.55
7551	2	0.6	5.76
7552	1	2.95	12.3
7553	1	2.18	12.0
7554	1	12.41	49.12
7555	1	1.13	7.56
7556	1	2.1	12.35
7557	1	0.68	6.3
7558	1	5.0	18.8
7559	1	0.9	8.15
7560	1	0.5	6.0
7561	4	2.92	17.8
7562	1	2.5	14.15
7563	1	18.3	63.35
7564	1	17.02	63.36
7565	1	1.2	10.56
7566	2	0.66	7.54
7567	1	1.3	9.1
7568	3	2.31	9.8
7569	1	1.4	7.8
7570	5	2.14	14.16
7571	2	1.14	7.56
7572	1	1.7	8.8
7573	1	1.06	7.8
7574	4	2.06	11.3
7575	2	1.81	8.3
7576	1	3.2	14.3
7577	3	3.6	20.15
7578	1	1.8	11.8
7579	1	1.8	13.8
7580	1	1.57	18.96
7581	6	0.8	6.8
7582	1	1.9	15.8
7583	1	1.1	7.8
7584	1	0.9	7.8
7585	1	1.3	10.3
7586	1	2.2	12.95
7587	3	2.6	16.55
7588	4	2.4	16.3
7589	1	2.8	14.16
7590	1	0.76	7.8
7591	3	1.0	6.3
7592	1	3.0	16.55
7593	1	6.59	30.36
7594	1	3.4	16.3
7595	5	0.95	7.3
