	passenger_count	trip_distance	total_amount
2221	1	1.8	13.55
2222	1	0.63	6.3
2223	6	0.73	7.3
2224	1	6.84	24.3
2225	5	0.57	6.8
2226	2	2.51	18.3
2227	1	6.4	30.35
2228	1	0.7	6.3
2229	1	0.9	7.3
2230	1	0.51	6.3
2231	1	8.1	33.35
2232	2	0.52	7.56
2233	5	6.42	23.3
2234	1	0.75	6.3
2235	1	1.27	17.8
2236	1	1.0	9.8
2237	5	0.67	7.56
2238	1	0.3	5.76
2239	1	3.4	18.8
2240	1	0.75	5.8
2241	1	0.7	7.8
2242	1	1.2	12.25
2243	2	0.9	7.8
2244	1	4.17	26.8
2245	1	2.08	16.56
2246	1	0.29	6.24
2247	1	0.54	6.3
2248	1	0.62	5.8
2249	1	0.8	6.3
2250	1	5.15	41.16
2251	4	1.08	6.3
2252	5	1.57	12.8
2253	1	17.4	74.34
2254	1	1.7	14.15
2255	1	3.5	16.8
2256	1	0.8	8.15
2257	2	1.5	10.8
2258	2	0.5	4.8
2259	1	1.8	16.0
2260	1	3.12	14.3
2261	6	2.06	14.76
2262	2	1.38	11.0
2263	6	1.94	12.88
2264	3	5.35	23.16
2265	1	0.8	7.8
2266	1	0.9	8.75
2267	1	1.88	12.96
2268	2	1.03	7.3
2269	1	1.31	9.36
2270	2	2.8	18.36
2271	1	1.06	16.64
2272	5	0.33	4.8
2273	1	2.5	17.87
2274	3	3.28	17.76
2275	3	1.78	18.3
2276	1	1.3	9.3
2277	1	2.1	13.56
2278	1	9.54	36.84
2279	1	1.5	15.3
2280	1	3.7	17.8
2281	1	1.8	10.3
2282	2	6.85	23.8
2283	1	1.78	11.16
2284	1	1.0	9.3
2285	1	0.89	9.49
2286	1	1.1	11.0
2287	1	2.4	17.75
2288	1	1.51	14.76
2289	5	1.23	10.56
2290	1	1.8	9.3
2291	1	3.1	22.3
2292	1	0.8	7.8
2293	1	17.53	60.8
2294	1	1.9	15.35
2295	1	0.6	7.66
2296	2	1.3	13.55
2297	1	1.54	12.96
2298	1	1.69	12.3
2299	1	6.8	37.1
2300	2	2.43	20.38
2301	1	0.4	6.8
2302	1	1.0	10.38
2303	2	0.59	11.16
2304	5	0.2	4.8
2305	2	2.55	19.3
2306	1	0.74	6.3
2307	1	1.8	12.3
2308	1	1.43	13.56
2309	1	4.1	23.75
2310	1	0.92	9.8
2311	1	1.78	16.56
2312	5	1.11	11.8
2313	2	3.36	24.36
2314	1	5.3	39.96
2315	2	0.8	7.3
2316	1	0.9	8.8
2317	1	0.7	5.8
2318	4	1.21	12.88
2319	1	4.1	24.4
2320	3	8.3	43.8
2321	1	0.7	7.8
2322	2	0.91	5.8
2323	1	0.65	6.3
2324	1	2.8	21.36
2325	2	0.9	9.35
2326	1	0.3	6.36
2327	6	2.1	15.96
2328	1	1.84	8.8
2329	2	1.37	15.34
2330	1	2.44	15.55
2331	1	0.9	16.6
2332	1	2.2	13.8
2333	1	1.2	8.3
2334	1	1.0	9.3
2335	6	0.74	7.56
2336	1	0.53	5.8
2337	1	1.3	16.3
2338	6	1.08	11.0
2339	1	1.3	12.8
2340	1	0.9	8.8
2341	1	1.4	8.3
2342	1	3.13	25.56
2343	2	5.0	22.3
2344	2	0.94	8.8
2345	1	1.75	9.8
2346	1	1.12	7.3
2347	1	0.93	9.36
2348	2	1.0	6.8
2349	1	2.69	25.3
2350	1	0.9	8.3
2351	1	1.19	10.38
2352	3	7.71	28.3
2353	1	1.51	15.96
2354	1	2.2	13.8
2355	2	1.0	13.39
2356	3	2.14	14.3
2357	1	0.9	8.3
2358	1	0.8	6.8
2359	1	1.1	15.3
2360	1	2.12	15.36
2361	1	0.7	6.96
2362	1	6.04	23.3
2363	6	1.28	10.3
2364	1	20.81	88.05
2365	1	1.7	11.3
2366	4	2.29	13.3
2367	1	1.1	7.55
2368	1	1.2	7.8
2369	1	1.72	15.96
2370	6	10.27	46.84
2371	2	4.52	33.96
2372	1	0.9	8.15
2373	6	12.63	63.41
2374	1	1.11	8.8
2375	1	0.85	6.3
2376	2	0.84	10.38
2377	1	1.6	10.55
2378	5	3.11	25.88
2379	1	0.74	15.3
2380	1	0.81	7.25
2381	1	0.2	7.8
2382	4	2.34	15.3
2383	1	0.89	7.8
2384	1	6.0	33.2
2385	1	1.3	16.6
2386	1	2.03	12.8
2387	1	0.8	11.8
2388	1	1.1	12.8
2389	1	0.5	7.55
2390	1	1.7	12.85
2391	2	0.7	7.8
2392	1	0.72	6.3
2393	1	3.4	22.85
2394	1	1.21	8.16
2395	2	1.3	8.8
2396	1	3.1	13.8
2397	1	3.6	24.8
2398	1	0.8	8.8
2399	1	3.7	22.55
2400	1	2.65	17.3
2401	4	1.5	13.55
2402	1	1.39	10.56
2403	2	0.0	3.3
2404	2	0.24	3.8
2405	2	4.7	3.3
2406	5	0.92	9.36
2407	5	0.99	8.76
2408	1	2.24	14.76
2409	1	0.74	8.5
2410	1	5.3	28.3
2411	2	10.1	47.34
2412	3	0.98	7.3
2413	5	1.59	16.56
2414	1	0.8	7.3
2415	1	6.3	34.8
2416	1	0.5	7.25
2417	2	1.62	13.56
2418	1	1.2	11.75
2419	5	2.51	12.8
2420	6	0.85	8.16
2421	1	0.53	4.8
2422	5	2.69	15.35
2423	6	0.63	6.3
2424	1	0.7	8.3
2425	2	2.5	21.0
2426	1	11.78	50.84
2427	1	0.6	7.8
2428	5	0.79	6.3
2429	1	1.2	11.75
2430	2	1.28	8.76
2431	6	7.74	26.3
2432	1	0.9	8.16
2433	1	0.52	7.3
2434	1	9.5	55.59
2435	1	0.9	9.0
2436	1	2.56	26.0
2437	1	0.8	8.76
2438	2	1.2	12.3
2439	1	0.7	8.5
2440	1	1.24	17.16
2441	1	9.64	59.18
2442	1	0.95	6.3
2443	1	0.7	11.8
2444	1	3.11	32.24
2445	3	2.24	16.8
2446	1	1.2	10.8
2447	1	1.27	15.3
2448	1	1.67	12.3
2449	5	1.69	15.96
2450	3	1.5	18.96
2451	1	1.33	11.8
2452	1	3.11	22.25
2453	6	1.64	11.3
2454	1	1.15	7.3
2455	1	1.6	17.8
2456	1	2.04	12.3
2457	1	1.0	9.35
2458	3	13.3	40.3
2459	1	1.1	7.8
2460	1	2.7	17.8
2461	1	2.16	19.75
2462	1	1.02	12.8
2463	1	1.2	13.56
2464	1	2.5	20.75
2465	2	18.02	63.89
2466	1	4.82	24.0
2467	1	2.08	11.8
2468	3	1.06	8.3
2469	5	2.51	19.56
2470	1	0.8	7.0
2471	1	0.91	7.8
2472	1	1.0	5.8
2473	2	2.45	14.16
2474	1	0.7	6.96
2475	1	1.31	10.56
2476	1	1.5	11.8
2477	1	0.7	7.55
2478	3	0.62	8.5
2479	2	3.3	21.3
2480	1	1.7	11.3
2481	1	1.23	12.8
2482	2	1.7	10.3
2483	1	1.71	19.75
2484	5	0.82	9.8
2485	1	2.7	19.55
2486	2	6.3	34.84
2487	1	1.08	10.79
2488	1	1.52	12.8
2489	1	0.89	11.76
2490	1	7.16	33.36
2491	5	1.08	9.36
2492	1	1.6	10.8
2493	1	1.07	10.8
2494	1	1.1	9.8
2495	1	0.8	10.0
2496	1	4.4	27.95
2497	1	1.3	9.35
2498	5	0.72	7.3
2499	1	2.37	19.24
2500	2	1.19	15.3
2501	1	2.6	18.95
2502	1	0.82	8.3
2503	1	0.37	7.56
2504	2	1.12	13.3
2505	1	1.7	12.3
2506	1	1.6	18.95
2507	1	0.3	4.3
2508	1	0.9	8.3
2509	1	1.67	12.36
2510	1	2.9	21.6
2511	6	1.24	11.8
2512	2	2.88	14.76
2513	1	1.75	17.16
2514	2	1.29	12.3
2515	1	2.9	21.35
2516	1	0.5	6.95
2517	2	6.2	21.8
2518	1	3.4	15.8
2519	5	6.35	26.8
2520	1	0.34	5.38
2521	1	0.67	6.3
2522	2	5.7	20.3
2523	1	0.8	6.3
2524	1	2.45	18.36
2525	1	14.41	46.3
2526	2	1.1	12.96
2527	5	1.46	11.3
2528	1	1.2	7.8
2529	1	0.8	9.8
2530	1	0.43	6.8
2531	1	3.1	23.3
2532	1	1.0	8.3
2533	1	5.11	18.3
2534	1	1.9	13.55
2535	1	0.99	9.36
2536	1	1.29	11.8
2537	2	1.9	14.8
2538	1	2.3	11.8
2539	1	1.21	12.3
2540	1	0.7	7.3
2541	5	2.67	14.8
2542	1	0.6	8.75
2543	1	2.6	19.55
2544	1	1.64	14.16
2545	2	1.6	16.55
2546	2	1.4	11.4
2547	1	0.57	6.89
2548	1	2.7	15.3
2549	2	2.31	11.3
2550	1	4.2	22.3
2551	2	3.12	21.96
2552	1	15.59	59.81
2553	6	6.68	31.56
2554	1	2.32	22.3
2555	1	0.48	6.8
2556	1	0.92	7.8
2557	1	1.0	11.15
2558	1	2.39	15.3
2559	1	1.9	10.8
2560	1	0.83	10.8
2561	1	0.85	10.3
2562	1	1.69	10.8
2563	1	1.2	12.96
2564	1	1.13	8.16
2565	1	1.0	9.95
2566	3	0.6	8.15
2567	1	1.76	10.8
2568	1	0.93	8.8
2569	1	0.7	6.35
2570	1	6.5	27.3
2571	1	1.8	14.76
2572	1	0.89	7.3
2573	1	2.1	12.8
2574	1	1.28	8.8
2575	3	0.6	6.8
2576	1	1.4	10.8
2577	2	1.03	7.56
2578	1	0.22	3.8
2579	1	11.0	60.99
2580	1	1.29	15.38
2581	1	1.9	12.95
2582	3	17.6	58.34
2583	1	1.97	13.8
2584	1	2.1	20.15
2585	1	0.4	5.3
2586	1	0.6	9.8
2587	1	1.77	12.8
2588	1	1.83	12.3
2589	1	2.3	14.16
2590	3	1.3	12.3
2591	1	5.4	23.15
2592	1	1.0	6.8
2593	1	3.6	22.8
2594	1	2.19	15.3
2595	1	1.85	14.69
2596	1	2.19	21.62
2597	1	14.7	50.15
2598	1	0.9	8.8
2599	1	0.7	7.3
2600	1	0.5	4.8
2601	1	0.74	9.36
2602	1	1.16	8.8
2603	1	2.09	17.76
2604	2	0.7	8.8
2605	1	0.76	11.44
2606	1	16.85	52.8
2607	1	0.6	5.8
2608	1	4.9	24.36
2609	3	1.18	10.79
2610	1	3.38	18.36
2611	1	1.1	10.55
2612	1	6.1	26.15
2613	5	1.34	10.3
2614	1	0.5	20.3
2615	1	5.9	23.76
2616	6	1.51	10.7
2617	1	1.8	16.62
2618	1	1.0	8.8
2619	1	1.2	14.8
2620	6	0.29	7.56
2621	1	0.94	11.3
2622	1	1.88	9.3
2623	1	17.7	72.92
2624	1	1.57	10.3
2625	1	1.3	12.3
2626	1	4.43	25.38
2627	2	1.67	11.62
2628	1	1.1	7.8
2629	2	10.97	48.41
2630	1	8.9	32.3
2631	1	0.2	4.3
2632	1	1.14	7.3
2633	3	1.26	13.3
2634	1	3.99	20.8
2635	2	2.71	19.0
2636	2	1.8	12.9
2637	6	1.41	9.8
2638	5	0.4	5.38
2639	3	1.1	11.8
2640	5	2.42	19.56
2641	1	2.6	17.3
2642	2	18.5	69.99
2643	6	23.81	58.34
2644	1	0.79	9.96
2645	4	8.76	40.34
2646	1	1.1	7.3
2647	1	8.58	56.99
2648	1	1.03	13.3
2649	1	6.6	25.8
2650	2	1.47	17.16
2651	1	8.5	30.34
2652	1	0.9	8.15
2653	1	1.01	9.55
2654	1	2.0	15.0
2655	1	1.8	14.6
2656	1	1.91	16.0
2657	1	1.1	9.8
2658	1	1.23	10.3
2659	1	1.99	14.3
2660	1	0.8	10.56
2661	1	2.91	14.8
2662	1	3.89	23.16
2663	1	2.3	19.55
2664	6	0.8	13.3
2665	1	1.58	14.16
2666	1	1.2	7.8
2667	1	2.9	18.8
2668	1	0.54	5.3
2669	1	2.93	17.8
2670	1	0.9	13.55
2671	1	0.97	10.3
2672	1	0.9	9.68
2673	1	6.3	29.1
2674	3	17.5	58.34
2675	1	0.0	66.0
2676	1	17.3	63.34
2677	1	1.67	11.3
2678	1	2.2	17.16
2679	1	1.49	9.3
2680	5	1.14	8.16
2681	1	1.14	7.8
2682	1	1.04	13.3
2683	1	1.83	19.0
2684	1	2.1	13.3
2685	1	1.6	10.3
2686	1	2.09	18.36
2687	2	0.66	9.49
2688	5	1.08	11.44
2689	1	0.77	7.8
2690	1	1.0	7.3
2691	1	0.96	7.8
2692	1	3.5	26.3
2693	1	1.0	7.8
2694	1	9.0	48.99
2695	1	0.6	6.8
2696	1	2.17	12.0
2697	1	1.5	12.8
2698	4	1.62	11.44
2699	1	6.4	27.3
2700	1	1.0	8.15
2701	1	1.39	12.8
2702	1	1.03	10.8
2703	1	7.22	28.56
2704	1	0.47	6.8
2705	1	2.2	22.55
2706	1	0.8	7.8
2707	5	9.78	55.61
2708	1	1.3	8.8
2709	5	1.58	13.8
2710	1	2.2	14.16
2711	1	1.9	13.8
2712	1	1.5	11.8
2713	1	12.1	45.36
2714	2	16.0	84.05
2715	1	1.4	11.16
2716	1	0.7	9.75
2717	1	2.2	22.55
2718	2	1.5	9.8
2719	1	1.76	14.12
2720	1	2.59	20.16
2721	1	2.73	16.56
2722	3	2.31	13.8
2723	1	3.25	20.76
2724	1	2.1	18.59
2725	1	1.0	13.35
2726	2	1.7	15.95
2727	1	1.2	17.3
2728	2	1.84	19.56
2729	1	17.3	72.92
2730	1	0.9	9.8
2731	1	4.1	22.3
2732	1	6.53	21.3
2733	1	0.62	5.8
2734	2	16.7	69.99
2735	3	0.51	9.49
2736	5	3.03	27.25
2737	1	4.48	18.8
2738	1	0.9	5.8
2739	1	1.71	20.38
2740	1	1.4	12.7
2741	1	1.7	10.3
2742	4	1.24	8.16
2743	1	0.5	5.15
2744	2	4.1	19.75
2745	1	2.2	11.8
2746	3	3.24	16.8
2747	1	1.3	8.3
2748	1	0.95	8.3
2749	1	3.3	22.8
2750	1	3.37	18.3
2751	1	5.78	20.3
2752	1	0.9	9.35
2753	1	0.92	8.3
2754	1	1.0	7.8
2755	2	0.8	10.56
2756	1	1.3	7.8
2757	1	1.7	11.75
2758	2	2.33	14.3
2759	1	1.35	8.8
2760	3	0.88	9.96
2761	5	2.36	12.96
2762	1	12.58	59.21
2763	1	0.64	11.3
2764	6	0.81	8.16
2765	1	1.42	9.96
2766	1	1.5	9.3
2767	1	1.2	13.55
2768	1	4.7	27.95
2769	5	2.62	16.3
2770	1	1.04	10.56
2771	1	2.1	15.8
2772	1	1.03	8.3
2773	1	0.9	13.3
2774	1	1.3	10.8
2775	1	0.58	4.8
2776	2	2.5	22.55
2777	1	1.5	10.8
2778	2	4.3	24.95
2779	1	1.41	15.96
2780	2	1.9	16.55
2781	3	1.49	20.38
2782	2	0.91	6.8
2783	1	0.5	4.8
2784	1	2.2	16.56
2785	1	1.88	14.3
2786	5	1.19	13.56
2787	1	1.0	8.8
2788	1	6.0	31.5
2789	5	0.66	4.8
2790	1	0.4	7.8
2791	6	1.9	18.36
2792	1	0.0	6.3
2793	1	1.7	14.8
2794	5	2.11	12.3
2795	1	1.08	6.8
2796	1	3.3	24.8
2797	3	1.64	11.76
2798	2	2.08	15.3
2799	4	0.44	5.8
2800	1	9.09	41.34
2801	2	3.17	19.8
2802	1	2.0	16.6
2803	2	0.4	7.55
2804	2	0.66	8.16
2805	1	0.4	4.3
2806	1	0.5	8.8
2807	1	3.0	17.8
2808	1	10.5	41.75
2809	1	0.6	15.35
2810	1	4.1	31.55
2811	1	2.8	18.35
2812	1	0.89	6.8
2813	1	1.2	10.3
2814	5	2.83	13.3
2815	1	2.5	14.8
2816	2	0.66	7.56
2817	1	1.1	9.13
2818	1	0.74	9.8
2819	1	2.4	16.3
2820	1	1.5	8.8
2821	1	8.8	48.4
2822	1	0.8	6.8
2823	1	11.03	46.34
2824	5	1.41	11.3
2825	6	1.51	11.16
2826	1	0.3	5.75
2827	1	1.8	12.85
2828	2	1.73	14.76
2829	1	1.4	8.8
2830	2	10.75	34.8
2831	1	0.55	5.8
2832	2	0.27	7.3
2833	1	0.94	11.16
2834	2	3.37	19.56
2835	5	10.2	67.61
2836	1	18.5	66.34
2837	3	13.51	54.84
2838	3	1.1	9.3
2839	1	2.1	22.56
2840	1	1.25	7.3
2841	1	0.5	9.35
2842	1	11.99	72.3
2843	1	0.3	4.8
2844	1	1.43	8.3
2845	1	9.5	55.0
2846	1	4.19	29.8
2847	1	2.9	18.35
2848	1	1.3	16.3
2849	2	0.9	7.3
2850	1	2.6	20.15
2851	1	9.9	46.59
2852	1	3.0	12.57
2853	1	1.3	14.76
2854	1	1.3	19.1
2855	1	1.3	11.15
2856	1	0.9	8.8
2857	1	1.6	8.8
2858	1	1.5	11.15
2859	1	1.57	10.79
2860	1	2.9	23.15
2861	1	2.14	12.88
2862	1	0.7	12.25
2863	1	1.67	23.14
2864	1	3.9	18.8
2865	1	2.1	17.3
2866	1	1.5	12.85
2867	1	1.1	14.3
2868	1	1.7	10.3
2869	1	9.37	60.24
2870	6	2.95	16.8
2871	5	0.38	6.8
2872	1	0.63	9.75
2873	1	1.5	11.75
2874	1	2.6	18.95
2875	1	1.0	5.8
2876	1	0.4	5.8
2877	1	2.87	27.04
2878	1	0.8	5.75
2879	1	2.4	16.55
2880	1	0.9	9.1
2881	1	2.8	29.15
2882	1	2.28	13.8
2883	1	1.4	9.35
2884	2	3.23	18.8
2885	1	1.1	11.3
2886	1	0.7	8.75
2887	1	9.68	34.3
2888	1	2.01	16.56
2889	1	9.78	49.84
2890	2	1.67	10.8
2891	1	1.93	12.3
2892	1	10.79	49.18
2893	1	1.9	13.8
2894	1	0.81	7.3
2895	6	0.84	9.96
2896	3	11.35	41.84
2897	1	1.1	6.3
2898	1	2.6	18.55
2899	1	2.2	12.8
2900	6	1.38	14.76
2901	1	0.7	10.3
2902	1	0.7	6.3
2903	1	0.0	-3.3
2904	1	1.01	13.56
2905	1	3.6	24.3
2906	2	0.62	9.36
2907	1	1.4	12.05
2908	2	0.49	8.8
2909	1	1.1	8.3
2910	2	1.67	12.36
2911	6	0.57	13.3
2912	1	1.09	8.3
2913	1	1.52	13.8
2914	6	0.73	5.8
2915	4	0.5	6.36
2916	1	1.8	12.35
2917	1	0.74	7.3
2918	1	0.67	6.3
2919	2	0.59	6.3
2920	1	1.5	18.35
2921	1	0.67	6.8
2922	1	3.15	19.3
2923	1	1.2	8.3
2924	1	0.78	7.3
2925	1	1.5	11.75
2926	5	0.35	5.16
2927	1	1.7	12.3
2928	5	1.31	12.25
2929	1	2.2	13.8
2930	1	6.68	33.36
2931	5	0.74	12.96
2932	1	2.33	11.8
2933	1	0.8	7.3
2934	1	2.0	18.3
2935	1	0.85	7.8
2936	5	1.48	11.76
2937	1	3.3	13.3
2938	1	0.68	9.96
2939	6	1.32	8.3
2940	1	6.0	28.3
2941	1	1.6	10.8
2942	1	1.0	9.36
2943	1	1.6	11.76
2944	1	17.17	63.34
2945	1	1.9	18.35
2946	1	2.7	16.8
2947	1	1.3	8.3
2948	2	1.1	17.75
2949	1	3.3	30.3
2950	1	0.6	11.6
2951	6	1.96	14.3
2952	1	1.2	10.3
2953	1	0.8	8.0
2954	1	0.9	9.3
2955	3	0.98	8.76
2956	5	1.65	11.16
2957	2	2.1	16.3
2958	6	0.75	6.8
2959	1	2.02	18.36
2960	1	2.68	23.16
2961	1	3.5	23.8
2962	1	0.7	7.8
2963	1	6.2	25.3
2964	6	2.16	15.38
2965	1	0.24	3.8
2966	6	1.05	9.36
2967	1	0.9	9.0
2968	1	0.4	6.36
2969	1	9.15	44.81
2970	1	0.35	5.76
2971	3	0.9	8.76
2972	1	3.7	20.15
2973	1	9.52	52.3
2974	1	1.4	13.55
2975	1	2.0	13.4
2976	1	1.08	9.49
2977	1	1.53	11.8
2978	3	1.7	24.75
2979	1	1.14	8.8
2980	1	0.42	4.8
2981	3	1.14	13.56
2982	1	1.02	6.3
2983	1	2.0	11.8
2984	1	0.8	14.1
2985	1	6.23	21.3
2986	2	1.1	12.25
2987	1	3.62	18.36
2988	3	16.9	69.34
2989	1	2.1	14.3
2990	1	1.1	9.3
2991	5	4.14	17.6
2992	1	0.67	7.3
2993	1	5.9	42.35
2994	1	17.3	58.39
2995	1	4.5	15.3
2996	6	0.94	5.8
2997	1	1.56	12.36
2998	1	1.2	10.32
2999	1	1.51	10.56
3000	2	1.04	6.8
3001	1	0.7	8.8
3002	1	0.95	9.96
3003	1	1.04	7.8
3004	1	1.99	15.36
3005	1	1.6	13.3
3006	5	0.44	7.3
3007	1	0.5	5.8
3008	2	17.03	62.34
3009	1	0.3	8.3
3010	1	2.8	24.75
3011	1	1.22	9.8
3012	6	1.63	9.36
3013	1	1.7	13.3
3014	5	1.53	14.3
3015	1	2.2	11.3
3016	1	3.37	15.36
3017	1	2.0	16.0
3018	6	9.58	47.21
3019	1	4.59	24.3
3020	1	8.3	30.55
3021	5	2.25	12.8
3022	1	1.0	8.8
3023	1	1.95	20.76
3024	1	5.44	24.75
3025	5	2.93	15.3
3026	1	3.18	19.3
3027	3	0.82	5.8
3028	1	1.29	13.56
3029	2	2.6	20.16
3030	1	0.46	4.8
3031	1	3.2	22.88
3032	1	5.3	18.3
3033	2	2.69	17.16
3034	1	3.8	22.3
3035	1	8.87	38.34
3036	1	3.75	16.8
3037	1	1.3	12.35
3038	6	0.93	9.3
3039	1	4.06	21.36
3040	1	1.2	11.8
3041	2	2.26	13.56
3042	1	2.2	18.8
3043	1	1.66	12.36
3044	1	1.2	17.15
3045	1	3.0	17.8
3046	5	1.95	12.55
3047	2	0.8	8.15
3048	1	3.52	18.8
3049	2	1.0	11.3
3050	1	1.0	22.56
3051	2	3.2	27.3
3052	1	1.1	9.35
3053	6	2.75	20.3
3054	2	2.94	12.8
3055	1	2.1	14.15
3056	1	6.2	38.8
3057	2	2.0	14.3
3058	2	3.2	16.3
3059	1	2.28	15.8
3060	1	3.13	26.8
3061	1	0.8	7.55
3062	5	11.38	42.96
3063	5	1.44	10.56
3064	6	0.77	14.3
3065	1	0.84	7.56
3066	1	1.6	3.3
3067	1	1.2	9.3
3068	1	0.5	5.8
3069	1	1.38	11.16
3070	1	3.1	22.0
3071	1	3.32	27.36
3072	1	10.39	43.61
3073	2	1.33	17.88
3074	1	0.72	6.36
3075	5	0.94	11.62
3076	5	0.0	6.8
3077	1	0.46	8.16
3078	5	0.5	5.3
3079	1	0.92	14.3
3080	2	2.54	12.8
3081	1	1.3	8.8
3082	1	1.4	7.8
3083	1	1.53	14.3
3084	1	3.84	31.56
3085	2	2.1	19.56
3086	1	5.94	34.56
3087	2	2.2	21.3
3088	1	1.87	20.16
3089	5	1.11	9.96
3090	1	1.0	7.3
3091	5	1.41	11.3
3092	3	3.0	11.8
3093	1	0.9	9.8
3094	1	1.4	16.55
3095	1	1.0	8.16
3096	1	2.99	21.3
3097	2	1.86	12.8
3098	1	0.9	10.35
3099	2	1.6	14.8
3100	1	6.4	24.35
3101	1	8.22	47.3
3102	1	13.21	64.61
3103	5	4.43	21.36
3104	1	2.3	13.3
3105	1	1.06	10.8
3106	5	0.73	7.56
3107	4	2.3	15.3
3108	1	9.3	32.3
3109	1	1.5	22.55
3110	1	1.11	9.3
3111	2	18.45	58.34
3112	6	1.26	11.76
3113	1	2.9	20.15
3114	1	1.72	11.3
3115	1	1.23	9.36
3116	1	1.26	12.88
3117	1	27.81	83.3
3118	1	0.6	6.3
3119	1	0.63	6.3
3120	1	2.0	16.0
3121	1	0.9	5.8
3122	6	5.5	19.8
3123	1	5.8	33.5
3124	1	1.02	14.75
3125	1	11.0	47.79
3126	2	2.3	13.3
3127	1	1.35	11.8
3128	2	10.1	40.34
3129	1	1.6	20.38
3130	5	1.59	10.8
3131	2	3.4	20.75
3132	1	0.97	9.3
3133	1	0.85	6.3
3134	1	1.8	12.3
3135	1	1.6	9.8
3136	1	1.7	9.8
3137	1	11.17	62.21
3138	1	9.3	53.19
3139	1	1.3	12.85
3140	4	1.21	11.16
3141	1	2.7	19.3
3142	1	0.53	4.8
3143	1	1.8	14.75
3144	1	0.86	12.96
3145	6	6.96	28.56
3146	5	3.25	26.76
3147	2	1.02	9.36
3148	2	5.24	21.96
3149	1	5.0	17.8
3150	2	0.81	7.3
3151	2	1.0	8.8
3152	2	1.1	11.76
3153	2	1.97	14.3
3154	4	1.7	16.6
3155	1	1.4	9.8
3156	1	11.94	39.3
3157	1	3.6	15.8
3158	1	0.7	7.56
3159	1	6.5	31.0
3160	4	1.2	9.3
3161	2	1.8	11.3
3162	1	0.78	8.76
3163	6	6.06	25.8
3164	5	2.17	11.3
3165	5	1.13	8.76
3166	1	3.21	15.3
3167	1	1.01	8.76
3168	2	7.97	32.76
3169	1	2.3	26.76
3170	1	17.0	63.35
3171	1	10.37	47.34
3172	1	1.3	11.4
3173	1	0.9	7.3
3174	1	4.4	18.3
3175	2	0.89	6.96
3176	1	6.9	38.79
3177	1	9.5	43.54
3178	3	7.03	32.16
3179	4	0.75	8.76
3180	1	4.83	20.3
3181	1	1.76	17.8
3182	3	2.8	15.3
3183	1	1.1	9.8
3184	5	9.99	57.41
3185	1	5.6	21.95
3186	1	1.1	9.3
3187	1	2.05	15.36
3188	2	3.8	25.8
3189	1	3.0	13.8
3190	1	0.77	12.88
3191	1	0.95	8.3
3192	1	0.8	9.3
3193	1	3.5	15.35
3194	1	3.7	17.3
3195	1	5.7	30.3
3196	1	2.5	19.12
3197	1	0.3	6.91
3198	1	3.3	15.3
3199	1	0.4	5.35
3200	1	0.7	10.8
3201	1	1.49	10.56
3202	1	0.5	7.0
3203	1	1.94	11.3
3204	1	1.7	17.75
3205	1	1.89	12.3
3206	5	0.97	6.3
3207	1	1.3	12.8
3208	2	6.01	29.64
3209	6	2.32	16.56
3210	1	1.4	12.35
3211	1	2.0	14.15
3212	1	1.43	13.8
3213	1	1.3	13.3
3214	1	4.1	21.8
3215	1	1.0	10.3
3216	1	1.1	11.3
3217	1	0.68	6.96
3218	2	0.84	7.3
3219	1	1.85	10.8
3220	1	4.02	27.8
3221	1	0.45	6.36
3222	1	0.8	9.35
3223	1	0.68	5.3
3224	1	4.32	15.3
3225	1	1.4	10.55
3226	2	1.4	11.3
3227	1	2.0	11.8
3228	3	1.21	11.0
3229	1	2.5	18.35
3230	1	1.88	13.56
3231	2	2.61	13.8
3232	6	2.86	24.96
3233	1	1.9	14.15
3234	1	1.63	8.8
3235	1	0.88	9.8
3236	1	2.7	20.35
3237	1	1.24	10.3
3238	1	1.6	12.95
3239	4	2.22	21.36
3240	1	1.3	12.0
3241	1	9.91	38.76
3242	1	1.48	11.8
3243	1	0.55	6.8
3244	1	12.85	46.3
3245	1	3.4	23.1
3246	1	1.5	11.8
3247	1	0.67	6.8
3248	1	2.2	13.8
3249	1	4.8	27.88
3250	1	1.3	11.3
3251	1	0.5	4.8
3252	1	1.13	12.8
3253	1	4.45	23.76
3254	3	7.13	25.8
3255	1	4.9	20.15
3256	1	0.4	6.8
3257	6	3.34	17.16
3258	1	0.95	8.8
3259	2	0.89	9.3
3260	1	0.9	10.3
3261	3	1.4	7.8
3262	1	1.6	9.95
3263	1	1.62	15.36
3264	2	7.48	41.81
3265	1	1.4	9.39
3266	2	0.7	9.96
3267	6	2.06	12.3
3268	1	1.0	8.71
3269	5	0.69	11.8
3270	6	0.02	83.12
3271	2	0.9	12.3
3272	1	4.5	23.16
3273	1	2.0	14.3
3274	1	0.7	7.3
3275	1	1.3	11.8
3276	2	0.7	6.3
3277	1	3.19	17.16
3278	1	5.03	20.8
3279	1	0.7	8.8
3280	1	1.69	14.76
3281	5	1.28	9.6
3282	1	0.5	5.3
3283	1	0.6	5.8
3284	1	0.32	4.8
3285	1	14.8	58.6
3286	1	1.18	9.3
3287	2	1.59	15.36
3288	1	1.1	10.3
3289	6	2.47	15.8
3290	1	0.91	6.96
3291	1	2.54	25.8
3292	2	3.1	24.96
3293	1	0.8	8.76
3294	1	16.04	58.34
3295	1	1.04	9.8
